CompoundID,Product,MW,logP,PSA,ROTN,HBD,HBA,RCount,ARCount,Fsp3,HeavyAcount,Potential Hit,
83489,CCCC[C@H](C(=O)NC)N(C)c1nc(NCCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,520.47,4.35,123.75,12,4,10,3,3,0.43,35,no,0
83490,CCCC[C@H](C(=O)NC)N(C)c1nc(NCC2CCCCC2)nc(Nc2cc(C)n[nH]2)n1,443.6,3.38,123.75,11,4,10,3,2,0.68,32,yes,1
83491,CCCC[C@H](C(=O)NC)N(C)c1nc(NCC(C)(C)C(N)=O)nc(Nc2cc(C)n[nH]2)n1,446.56,1.31,166.84,12,6,12,2,2,0.6,32,no,0
83492,CCCC[C@H](C(=O)NC)N(C)c1nc(NCCc2ccc(C)cc2)nc(Nc2cc(C)n[nH]2)n1,465.61,3.35,123.75,12,4,10,3,3,0.46,34,no,0
83494,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2ccc(Cl)cc2)nc(Nc2cc(C)n[nH]2)n1,457.97,3.78,123.75,10,4,10,3,3,0.38,32,no,0
83497,CCCC[C@H](C(=O)NC)N(C)c1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,506.44,4.31,123.75,11,4,10,3,3,0.41,34,no,0
83501,CCCC[C@H](C(=O)NC)N(C)c1nc(NCc2cccc(OC(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,521.55,3.9,132.98,12,4,11,3,3,0.43,37,no,0
83503,CCCC[C@H](C(=O)NC)N(C)c1nc(NCc2ccc(C)c(F)c2)nc(Nc2cc(C)n[nH]2)n1,469.57,3.45,123.75,11,4,10,3,3,0.43,34,no,0
83506,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,513.6,4.01,114.96,10,3,10,4,3,0.48,37,no,0
83514,CCCC[C@H](C(=O)NC)N(C)c1nc(NCc2cccs2)nc(Nc2cc(C)n[nH]2)n1,443.58,3.06,123.75,11,4,10,3,3,0.45,31,yes,1
83515,CCCC[C@H](C(=O)NC)N(C)c1nc(NCCC2OCCO2)nc(Nc2cc(C)n[nH]2)n1,447.54,1.56,142.21,12,4,12,3,2,0.65,32,no,0
83516,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2ccc(OC)nc2)nc(Nc2cc(C)n[nH]2)n1,454.54,2.53,145.87,11,4,12,3,3,0.43,33,no,0
83528,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccc(CC)cc2)n1,479.63,3.59,114.96,12,3,10,3,3,0.48,35,no,0
83529,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,443.6,3.01,114.96,9,3,10,3,2,0.68,32,no,0
83533,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,441.52,3.27,123.75,10,4,10,3,3,0.38,32,no,0
83538,CCCC[C@H](C(=O)NC)N(C)c1nc(NCCc2ccccc2Cl)nc(Nc2cc(C)n[nH]2)n1,486.02,3.7,123.75,12,4,10,3,3,0.43,34,no,0
83541,CCCC[C@H](C(=O)NC)N(C)c1nc(NCc2ccc(F)cc2C)nc(Nc2cc(C)n[nH]2)n1,469.57,3.45,123.75,11,4,10,3,3,0.43,34,no,0
83545,CCCC[C@H](C(=O)NC)N(C)c1nc(NCc2ccsc2)nc(Nc2cc(C)n[nH]2)n1,443.58,3.06,123.75,11,4,10,3,3,0.45,31,no,0
83547,CCCC[C@H](C(=O)NC)N(C)c1nc(NCCc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,469.57,3.18,123.75,12,4,10,3,3,0.43,34,no,0
83550,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N(C)c2cccc(C)c2)n1,451.58,3.46,114.96,10,3,10,3,3,0.43,33,no,0
83551,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N(C)CCC(=O)N(C)C)n1,460.59,1.3,135.27,12,3,12,2,2,0.62,33,no,0
83554,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cc(COC)[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1,521.67,3.88,124.19,12,3,11,4,3,0.52,38,no,0
83561,CCCC[C@H](C(=O)NC)N(C)c1nc(Nc2cncc(C#N)c2)nc(Nc2c(C)cccc2CC)n1,487.61,4.24,131.75,11,3,10,3,3,0.38,36,no,0
83565,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2C2CC2)n1,472.56,2.36,147.54,9,4,11,5,3,0.42,35,no,0
83569,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,538.62,3.33,156.77,10,4,12,5,4,0.29,40,no,0
83585,CCN(c1nc(Nc2cc(C(C)C)n[nH]2)nc(N[C@@H](Cc2ccccc2C#N)C(=O)NC)n1)c1ccccc1F,542.62,4.4,147.54,11,4,11,4,4,0.29,40,no,0
83589,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(NCCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,514.57,3.08,156.33,11,5,11,4,4,0.23,38,no,0
83594,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(NCCc2ccc(C)c(C)c2)nc(Nc2cc(C)n[nH]2)n1,524.63,3.56,156.33,11,5,11,4,4,0.29,39,no,0
83595,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,551.44,4.21,156.33,10,5,11,4,4,0.2,38,yes,1
83597,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(Nc2cc(C)c(F)c(C)c2)nc(Nc2cc(C)n[nH]2)n1,514.57,3.79,156.33,9,5,11,4,4,0.23,38,no,0
83598,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(NCc2ccc(Cl)cc2Cl)nc(Nc2cc(C)n[nH]2)n1,551.44,4.21,156.33,10,5,11,4,4,0.2,38,no,0
83599,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2OC)n1,552.64,3.64,156.77,10,4,12,5,4,0.31,41,no,0
83605,CCN(c1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](Cc2ccccc2C#N)C(=O)NC)n1)c1ccccc1C,510.61,3.75,147.54,10,4,11,4,4,0.26,38,no,0
83606,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2c(C)cc(C)cc2C)n1,510.61,3.96,156.33,9,5,11,4,4,0.26,38,no,0
83618,CCN(c1ccc(C)cc1)c1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](Cc2ccccc2C#N)C(=O)NC)n1,510.61,3.75,147.54,10,4,11,4,4,0.26,38,no,0
83619,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,550.55,3.92,156.33,10,5,11,4,4,0.23,40,no,0
83627,CNC(=O)[C@H](Cc1ccccc1C#N)Nc1nc(NCc2cccnc2)nc(Nc2cc(C)n[nH]2)n1,483.54,2.29,169.22,10,5,12,4,4,0.21,36,no,0
83642,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,520.62,2.91,145.87,10,4,12,5,4,0.33,37,no,0
83644,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NC2CCC(C)CC2)nc(N2CCCC2c2cccc(C)c2)n1,534.73,4.74,107.96,9,3,9,5,3,0.54,38,no,0
83645,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cccc(N(C)C)c2)nc(Nc2cc(C)n[nH]2)n1,493.6,2.68,148.67,10,5,12,4,4,0.27,35,no,0
83646,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NC(C)C(C)C)nc(N2CCCC2c2cccc(C)c2)n1,508.7,4.2,107.96,10,3,9,4,3,0.5,36,no,0
83649,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2C2CC2)n1,454.56,1.94,136.64,9,4,11,5,3,0.5,32,no,0
83650,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1,504.62,3.21,136.64,9,4,11,5,4,0.33,36,no,0
83654,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2)n1,490.6,2.91,136.64,9,4,11,5,4,0.3,35,no,0
83656,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,520.62,2.91,145.87,10,4,12,5,4,0.33,37,no,0
83663,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc[nH]n2)n1,518.53,3.19,145.43,10,5,11,4,4,0.24,36,yes,1
83668,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,546.71,4.34,136.64,10,4,11,5,4,0.41,39,yes,1
83669,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,568.66,4.31,136.64,10,4,11,5,4,0.38,40,no,0
83672,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N[C@H](C)c2ccc(C)cc2)n1,520.67,4.17,145.43,11,5,11,4,4,0.36,37,no,0
83674,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(OC)c2)n1,562.7,4.04,145.87,11,4,12,5,4,0.41,40,no,0
83678,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCCN2CC(C)OC(C)C2)nc(Nc2cc(C)n[nH]2)n1,515.65,1.39,157.9,11,5,13,4,3,0.55,36,no,0
83680,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2cccc(Br)c2)n1,557.48,3.27,136.64,10,4,11,4,4,0.27,35,no,0
83682,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2ccc(OC(F)F)cc2)nc(Nc2cc(C)n[nH]2)n1,530.57,3.09,154.66,12,5,12,4,4,0.27,37,no,0
83684,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2ccccc2Cl)n1,484.98,3.27,145.43,9,5,11,4,4,0.2,33,no,0
83688,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCCCSC)nc(Nc2cc(C)n[nH]2)n1,462.61,2.04,145.43,12,5,11,3,3,0.44,31,no,0
83694,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCC2CCCCC2)nc(Nc2cc(C)n[nH]2)n1,470.61,2.86,145.43,10,5,11,4,3,0.52,33,yes,1
83696,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CC2)n1,442.55,2.08,145.43,10,5,11,4,3,0.47,31,no,0
83701,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,533.45,3.79,145.43,10,5,11,4,4,0.24,35,yes,1
83708,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,518.65,3.52,136.64,9,4,11,5,4,0.36,37,no,0
83712,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,540.6,3.49,136.64,9,4,11,5,4,0.33,38,no,0
83716,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CC(C)(OC)C2)n1,458.55,1.1,145.87,9,4,12,4,3,0.47,32,no,0
83717,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC3CCCCC32)n1,496.65,3.03,136.64,8,4,11,5,3,0.57,35,no,0
83722,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccnc2)n1,505.61,2.61,149.53,9,4,12,5,4,0.35,36,no,0
83723,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCCc2ccc(C)cc2C)nc(Nc2cc(C)n[nH]2)n1,506.64,3.14,145.43,11,5,11,4,4,0.33,36,no,0
83727,CCc1ccc(CN(C)c2nc(Nc3cc(C)n[nH]3)nc(N[C@@H](Cc3cscn3)C(=O)NC)n2)cc1,506.64,3.07,136.64,11,4,11,4,4,0.33,36,no,0
83728,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,470.61,2.5,136.64,8,4,11,4,3,0.52,33,no,0
83730,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2)n1,504.62,3.21,136.64,9,4,11,5,4,0.33,36,no,0
83734,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1,496.58,3.18,145.43,10,5,11,4,4,0.27,35,no,0
83736,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)c2ccccn2)n1,465.55,2.04,149.53,9,4,12,4,4,0.25,33,no,0
83741,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2ccc(F)cc2C)nc(Nc2cc(C)n[nH]2)n1,496.58,2.93,145.43,10,5,11,4,4,0.27,35,no,0
83744,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2cccc(OC(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,530.57,3.09,154.66,12,5,12,4,4,0.27,37,no,0
83745,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2cccc(F)c2OC)nc(Nc2cc(C)n[nH]2)n1,512.58,2.63,154.66,11,5,12,4,4,0.27,36,no,0
83753,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCCC2c2cccnc2)n1,519.64,3,149.53,9,4,12,5,4,0.38,37,no,0
83763,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,516.99,3.28,145.43,10,5,11,4,4,0.24,35,no,0
83764,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCc3ccccc32)n1,490.6,2.97,145.43,9,5,11,5,4,0.3,35,no,0
83765,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(C)cc2)n1,492.61,3.35,145.43,10,5,11,4,4,0.3,35,no,0
83769,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CCCCC2)n1,484.63,3.25,145.43,10,5,11,4,3,0.55,34,no,0
83771,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2ccccc2C)nc(Nc2cc(C)n[nH]2)n1,478.59,2.79,145.43,10,5,11,4,4,0.27,34,no,0
83781,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,482.55,2.62,145.43,10,5,11,4,4,0.24,34,yes,1
83784,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCCc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,496.58,2.67,145.43,11,5,11,4,4,0.27,35,no,0
83789,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCCc2cccc(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,513.03,3.18,145.43,11,5,11,4,4,0.27,35,no,0
83790,C=C(C)CN(CC)c1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](Cc2cscn2)C(=O)NC)n1,456.58,2.27,136.64,11,4,11,3,3,0.4,32,no,0
83801,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC(C)C2)n1,456.58,2.11,136.64,8,4,11,4,3,0.5,32,no,0
83802,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)c2cccc(C)c2)n1,478.59,2.95,136.64,9,4,11,4,4,0.27,34,no,0
83806,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)c2cccc(F)c2)n1,496.58,3.18,145.43,10,5,11,4,4,0.27,35,no,0
83810,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,550.55,3.64,145.43,10,5,11,4,4,0.27,38,no,0
83818,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2cc(C)no2)n1,455.51,1.91,171.46,9,5,13,4,4,0.28,32,no,0
83820,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCc2ccc(C)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,513.03,3.45,145.43,10,5,11,4,4,0.27,35,yes,1
83821,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2cccnc2Oc2ccc(F)cc2)n1,561.61,3.94,167.55,11,5,13,5,5,0.16,40,no,0
83824,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(COC)[nH]n2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,570.63,3.33,145.87,11,4,12,5,4,0.36,40,no,0
83825,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cc(COC)[nH]n2)nc(N2CCCC2c2cccnc2)n1,535.64,2.45,158.76,11,4,13,5,4,0.38,38,no,0
83831,CC[C@@H](Nc1nc(Nc2cc(COC)[nH]n2)nc(N[C@@H](Cc2cscn2)C(=O)NC)n1)c1ccccc1,522.64,3.27,154.66,13,5,12,4,4,0.33,37,no,0
83833,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCC2CCCCC2)nc(NC(C)c2ccccc2F)n1,512.66,4.4,116.75,11,4,9,4,3,0.48,36,no,0
83838,CNC(=O)[C@H](Cc1cscn1)Nc1nc(NCC2CCCCC2)nc(N2CCCC2c2ccccc2OC)n1,550.73,4.44,117.19,11,3,10,5,3,0.54,39,no,0
83847,CNC(=O)[C@H](Cc1cscn1)Nc1nc(Nc2cncc(C#N)c2)nc(N(C(C)C)[C@H](C)c2ccccc2)n1,542.67,4.08,144.64,11,3,11,4,4,0.3,39,no,0
83856,CNC(=O)CN1CCN(c2nc(Nc3ccc(C)cc3Cl)nc(N3CCCC3c3ccccc3OC)n2)CC1,551.1,3.8,98.75,8,2,10,5,3,0.43,39,no,0
83857,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N(C)Cc3cccc(Br)c3)n2)CC1,515.42,1.61,118.2,8,3,11,4,3,0.38,33,no,0
83860,CNC(=O)CN1CCN(c2nc(NCc3ccccc3OC(F)F)nc(Nc3cc[nH]n3)n2)CC1,488.5,1.42,136.22,10,4,12,4,3,0.38,35,no,0
83867,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N3CCCC3c3cccc(C)c3)n2)CC1,476.59,1.86,118.2,7,3,11,5,3,0.46,35,no,0
83877,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N(C)CCC3OCCO3)n2)CC1,446.52,-0.59,136.66,9,3,13,4,2,0.63,32,no,0
83882,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N3CCC4(CC3)OCCO4)n2)CC1,458.53,-0.45,136.66,6,3,13,5,2,0.65,33,no,0
83883,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N3CCC(C)(C)CC3)n2)CC1,428.55,0.83,118.2,6,3,11,4,2,0.65,31,no,0
83890,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N3CCCC3c3ccccc3OC)n2)CC1,492.59,1.56,127.43,8,3,12,5,3,0.46,36,no,0
83892,CNC(=O)CN1CCN(c2nc(NCc3cccc(Cl)c3F)nc(Nc3cc[nH]n3)n2)CC1,474.93,1.61,126.99,8,4,11,4,3,0.35,33,yes,1
83894,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N3CCCC3c3cccc(OC)c3)n2)CC1,492.59,1.56,127.43,8,3,12,5,3,0.46,36,no,0
83897,CNC(=O)CN1CCN(c2nc(Nc3cc[nH]n3)nc(N3CCC(C)(C)C3)n2)CC1,414.52,0.44,118.2,6,3,11,4,2,0.63,30,no,0
83898,CNC(=O)CN1CCN(c2nc(NCCOc3ccccc3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,494.6,1.82,136.22,11,4,12,4,3,0.46,36,yes,1
83902,CNC(=O)CN1CCN(c2nc(NCc3ccccc3OC(F)F)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,530.58,2.54,136.22,11,4,12,4,3,0.46,38,no,0
83903,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N[C@@H](C)COC)n2)CC1,446.56,0.78,136.22,10,4,12,3,2,0.65,32,no,0
83905,CCO[C@H]1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCN(CC(=O)NC)CC3)n2)C1,472.6,0.94,127.43,9,3,12,4,2,0.68,34,no,0
83907,CNC(=O)CN1CCN(c2nc(NCc3ccc(OC)cn3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,495.59,1.35,149.11,10,4,13,4,3,0.48,36,no,0
83912,CNC(=O)CN1CCN(c2nc(NCC(C)(C)C(N)=O)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,473.59,0.25,170.08,10,6,13,3,2,0.62,34,no,0
83918,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCN(c4cc(C)ccc4C)CC3)n2)CC1,547.71,2.27,121.44,8,3,12,5,3,0.54,40,no,0
83920,CNC(=O)CN1CCN(c2nc(NCCc3ccc(C)c(C)c3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,506.66,2.6,126.99,10,4,11,4,3,0.5,37,no,0
83922,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCC(SC)CC3)n2)CC1,488.67,1.66,118.2,8,3,11,4,2,0.68,34,no,0
83924,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(Nc3cc(C)ccc3C)n2)CC1,478.61,2.69,126.99,8,4,11,4,3,0.46,35,no,0
83926,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCN(c4ccccc4F)CC3)n2)CC1,537.65,1.8,121.44,8,3,12,5,3,0.5,39,no,0
83927,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCCC3c3cccc(C)c3)n2)CC1,518.67,2.98,118.2,8,3,11,5,3,0.52,38,no,0
83928,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCN(c4ccccc4C#N)CC3)n2)CC1,544.67,1.53,145.23,8,3,13,5,3,0.48,40,no,0
83931,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCC[C@H]3C)n2)CC1,442.57,1.32,118.2,7,3,11,4,2,0.67,32,no,0
83932,CNC(=O)CN1CCN(c2nc(NCCCc3ccccc3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,492.63,2.37,126.99,11,4,11,4,3,0.48,36,no,0
83939,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCCC3c3ccc(F)c(F)c3)n2)CC1,540.62,2.95,118.2,8,3,11,5,3,0.5,39,no,0
83950,CNC(=O)CN1CCN(c2nc(NCC(=O)NCC(F)(F)F)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,513.53,0.42,156.09,10,5,13,3,2,0.6,36,no,0
83957,CNC(=O)CN1CCN(c2nc(NCc3cc(C(F)(F)F)ccc3F)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,550.56,3.1,126.99,9,4,11,4,3,0.46,39,no,0
83960,CNC(=O)CN1CCN(c2nc(NCc3cccc(F)c3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,482.57,2.08,126.99,9,4,11,4,3,0.43,35,no,0
83962,CNC(=O)CN1CCN(c2nc(NCCc3ccccn3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,479.59,1.38,139.88,10,4,12,4,3,0.48,35,no,0
83964,CNC(=O)CN1CCN(c2nc(NCCc3ccc(C)cc3C)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,506.66,2.6,126.99,10,4,11,4,3,0.5,37,no,0
83967,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N(C)CCC3OCCO3)n2)CC1,488.6,0.53,136.66,10,3,13,4,2,0.68,35,no,0
83972,CNC(=O)CN1CCN(c2nc(NCc3ccccc3OC)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,494.6,1.95,136.22,10,4,12,4,3,0.46,36,no,0
83979,CNC(=O)CN1CCN(c2nc(NCc3c(F)cccc3Cl)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,517.01,2.73,126.99,9,4,11,4,3,0.43,36,no,0
83980,CNC(=O)CN1CCN(c2nc(NCCCc3ccccn3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,493.62,1.77,139.88,11,4,12,4,3,0.5,36,no,0
83989,CNC(=O)CN1CCN(c2nc(NCC3CCC3)nc(Nc3cc(C(C)C)n[nH]3)n2)CC1,442.57,1.54,126.99,9,4,11,4,2,0.67,32,no,0
83992,CCc1ccc(CN(C)c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCN(CC(=O)NC)CC3)n2)cc1,506.66,2.53,118.2,10,3,11,4,3,0.5,37,no,0
83993,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N3CCC(C)(C)CC3)n2)CC1,470.63,1.96,118.2,7,3,11,4,2,0.7,34,no,0
84000,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N(C)[C@@H](C)c3ccccc3)n2)CC1,492.63,2.53,118.2,9,3,11,4,3,0.48,36,no,0
84005,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(Nc3ccc(F)cc3C)n2)CC1,482.57,2.52,126.99,8,4,11,4,3,0.43,35,no,0
84007,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(NC3CCC(C(F)(F)F)CC3)n2)CC1,524.6,2.86,126.99,8,4,11,4,2,0.7,37,no,0
84012,CNC(=O)CN1CCN(c2nc(Nc3cc(C(C)C)n[nH]3)nc(N(C)c3ccc(Cl)cc3Cl)n2)CC1,533.47,3.4,118.2,8,3,11,4,3,0.43,36,no,0
