CompoundID,Product,MW,logP,PSA,ROTN,HBD,HBA,RCount,ARCount,Fsp3,HeavyAcount,Potential Hit,
5123,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc[nH]n2)nc(N[C@H](C)c2cccc3ccccc23)n1,473.59,4.24,132.54,10,5,10,4,4,0.32,35,no,0
5127,CNC(=O)[C@H](CC(C)C)Nc1nc(NCCc2cccc(Cl)c2)nc(Nc2cc[nH]n2)n1,457.97,3.22,132.54,11,5,10,3,3,0.38,32,no,0
5128,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccccc2C(F)(F)F)nc(Nc2cc[nH]n2)n1,477.5,3.54,132.54,10,5,10,3,3,0.38,34,no,0
5131,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc[nH]n2)n1,477.5,3.54,132.54,10,5,10,3,3,0.38,34,yes,1
5134,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc[nH]n2)n1,495.49,3.68,132.54,10,5,10,3,3,0.38,35,no,0
5135,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,505.67,4.68,123.75,10,4,10,4,3,0.52,37,no,0
5139,CCc1ccc(CN(C)c2nc(Nc3cc(C(C)C)n[nH]3)nc(N[C@@H](CC(C)C)C(=O)NC)n2)cc1,493.66,4.23,123.75,12,4,10,3,3,0.5,36,no,0
5141,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cccc(OC(F)F)c2)nc(Nc2cc(C(C)C)n[nH]2)n1,517.59,4.25,141.77,13,5,11,3,3,0.46,37,no,0
5146,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(OC)c2)n1,521.67,4.38,132.98,11,4,11,4,3,0.52,38,no,0
5148,C=Cc1ccc(CNc2nc(Nc3cc(C)n[nH]3)nc(N[C@@H](CC(C)C)C(=O)NC)n2)cc1,449.56,3.47,132.54,11,5,10,3,3,0.35,33,no,0
5153,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccccc2OC(F)F)nc(Nc2cc(C)n[nH]2)n1,489.53,3.43,141.77,12,5,11,3,3,0.41,35,no,0
5157,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,492.42,4.14,132.54,10,5,10,3,3,0.38,33,yes,1
5158,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccccc2C)n1,451.58,3.16,123.75,10,4,10,3,3,0.43,33,no,0
5160,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2ccccc2Cl)n1,443.94,3.62,132.54,9,5,10,3,3,0.35,31,no,0
5164,CNC(=O)[C@H](CC(C)C)Nc1nc(NCCCSC)nc(Nc2cc(C)n[nH]2)n1,421.58,2.38,132.54,12,5,10,2,2,0.61,29,no,0
5166,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccc(OC)cn2)nc(Nc2cc(C)n[nH]2)n1,454.54,2.24,154.66,11,5,12,3,3,0.43,33,no,0
5176,CNC(=O)[C@H](CC(C)C)Nc1nc(NCCc2ccc(C)c(C)c2)nc(Nc2cc(C)n[nH]2)n1,465.61,3.49,132.54,11,5,10,3,3,0.46,34,no,0
5179,C=CCCCNc1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](CC(C)C)C(=O)NC)n1,401.52,2.6,132.54,12,5,10,2,2,0.53,29,no,0
5182,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,477.62,3.87,123.75,9,4,10,4,3,0.48,35,no,0
5183,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cccc(OC(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,507.52,3.73,141.77,11,5,11,3,3,0.41,36,no,0
5186,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCc3ccc(OC)cc32)n1,479.59,3.33,141.77,10,5,11,4,3,0.46,35,no,0
5189,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,499.57,3.84,123.75,9,4,10,4,3,0.46,36,no,0
5191,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cccs2)nc(Nc2cc(C)n[nH]2)n1,429.55,2.89,132.54,10,5,10,3,3,0.42,30,no,0
5195,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC3(CNC(=O)C3)C2)n1,470.58,1.33,152.85,8,5,12,4,2,0.64,34,no,0
5196,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC3CCCCC32)n1,455.61,3.38,123.75,8,4,10,4,2,0.7,33,no,0
5208,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccnc2)n1,464.58,2.96,136.64,9,4,11,4,3,0.48,34,no,0
5214,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2cccs2)n1,443.58,2.92,123.75,10,4,10,3,3,0.45,31,no,0
5215,CC[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](CC(C)C)C(=O)NC)n1)c1ccccc1,451.58,3.78,132.54,11,5,10,3,3,0.43,33,no,0
5218,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3ccc(F)cc3F)CC2)n1,514.59,2.82,126.99,9,4,11,4,3,0.46,37,no,0
5220,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC3(CC2)OCCO3)n1,459.56,1.56,142.21,8,4,12,4,2,0.67,33,no,0
5221,CCc1ccc(CN(C)c2nc(Nc3cc(C)n[nH]3)nc(N[C@@H](CC(C)C)C(=O)NC)n2)cc1,465.61,3.42,123.75,11,4,10,3,3,0.46,34,no,0
5222,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,429.57,2.85,123.75,8,4,10,3,2,0.67,31,no,0
5224,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cccc(C)c2)nc(Nc2cc(C)n[nH]2)n1,423.53,3.27,132.54,9,5,10,3,3,0.38,31,no,0
5231,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCCC2C)n1,415.55,2.6,123.75,8,4,10,3,2,0.65,30,no,0
5233,CNC(=O)[C@H](CC(C)C)Nc1nc(NCCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1,437.55,2.87,132.54,11,5,10,3,3,0.41,32,no,0
5234,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2)n1,463.59,3.56,123.75,9,4,10,4,3,0.46,34,yes,1
5237,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1,455.54,3.53,132.54,10,5,10,3,3,0.41,33,no,0
5241,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccc(OC(C)(C)C)cc2)nc(Nc2cc(C)n[nH]2)n1,495.63,4.01,141.77,11,5,11,3,3,0.48,36,no,0
5244,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cc(F)cc(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,509.51,3.99,132.54,10,5,10,3,3,0.41,36,no,0
5245,CNC(=O)[C@H](CC(C)C)Nc1nc(NCCS(=O)(=O)N2CCCC2)nc(Nc2cc(C)n[nH]2)n1,494.63,1.06,169.92,12,5,13,3,2,0.65,34,no,0
5250,CNC(=O)[C@H](CC(C)C)Nc1nc(NCCc2ccccc2Cl)nc(Nc2cc(C)n[nH]2)n1,472,3.53,132.54,11,5,10,3,3,0.41,33,no,0
5258,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2OC)n1,493.62,3.57,132.98,10,4,11,4,3,0.48,36,yes,1
5261,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2ccsc2)nc(Nc2cc(C)n[nH]2)n1,429.55,2.89,132.54,10,5,10,3,3,0.42,30,no,0
5265,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CC[C@H](C)C2)n1,401.52,2.07,123.75,8,4,10,3,2,0.63,29,no,0
5266,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,475.96,3.62,132.54,10,5,10,3,3,0.38,33,no,0
5267,CNC(=O)[C@H](CC(C)C)Nc1nc(NCc2cc(F)ccc2C)nc(Nc2cc(C)n[nH]2)n1,455.54,3.28,132.54,10,5,10,3,3,0.41,33,no,0
5268,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CCCCC2)n1,443.6,3.6,132.54,10,5,10,3,2,0.68,32,yes,1
5273,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(C)ccc2Cl)nc(N2CCCC2c2cccc(C)c2)n1,522.1,5.8,95.07,9,3,8,4,3,0.43,37,no,0
5276,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(COC)[nH]n2)nc(N2CCC[C@H](C)C2)n1,445.57,2.29,132.98,10,4,11,3,2,0.67,32,no,0
5281,CNC(=O)[C@H](CC(C)C)Nc1nc(Nc2cc(COC)[nH]n2)nc(N2CCCC2c2ccc(F)c(F)c2)n1,529.6,3.68,132.98,11,4,11,4,3,0.48,38,no,0
5292,CNC(=O)[C@H](CC(C)C)Nc1nc(N(C)c2ccccc2C(F)(F)F)nc(N2CCCC2c2cccc(C)c2)n1,555.65,5.88,86.28,9,2,8,4,3,0.45,40,no,0
5294,CNC(=O)[C@H](CC(C)C)Nc1nc(N2CCC3CCCCC3C2)nc(N2CCCC2c2cccc(C)c2)n1,519.74,5.11,86.28,8,2,8,5,2,0.67,38,no,0
5299,CNC(=O)[C@H](CC(C)C)Nc1nc(N(C)CC(C)C)nc(N2CCCC2c2cccc(C)c2)n1,467.66,4.19,86.28,10,2,8,3,2,0.62,34,no,0
5302,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2ccc(C)cc2Cl)nc(N2CCCC2c2cccc(C)c2)n1,557.1,5.39,107.96,9,3,9,5,4,0.3,40,no,0
5304,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc[nH]n2)nc(N(C)Cc2cccc(Br)c2)n1,537.43,2.9,136.64,10,4,11,4,4,0.22,35,no,0
5310,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc[nH]n2)n1,513.39,3.42,145.43,10,5,11,4,4,0.18,35,no,0
5311,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1,498.6,3.15,136.64,9,4,11,5,4,0.31,37,no,0
5317,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,514.59,2.85,145.87,10,4,12,5,4,0.31,38,no,0
5321,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc[nH]n2)n1,496.94,2.91,145.43,10,5,11,4,4,0.18,35,no,0
5326,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc[nH]n2)nc(N[C@H](C)c2cccc3ccccc23)n1,508.59,3.83,145.43,10,5,11,5,5,0.19,38,no,0
5327,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,540.68,4.28,136.64,10,4,11,5,4,0.38,40,no,0
5328,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCCS(=O)(=O)N2CCCC2)nc(Nc2cc(C(C)C)n[nH]2)n1,557.69,1.46,182.81,13,5,14,4,3,0.5,39,no,0
5331,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C(C)C)n[nH]2)n1,539.02,4.03,145.43,11,5,11,4,4,0.28,38,no,0
5336,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(OC)c2)n1,556.68,3.98,145.87,11,4,12,5,4,0.38,41,no,0
5337,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2)n1,472.56,2.98,145.43,10,5,11,4,4,0.25,35,no,0
5338,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCC(C)(C)CC2)n1,478.61,3.19,145.43,9,5,11,4,3,0.5,35,no,0
5340,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NC[C@H]2COC(C)(C)O2)nc(Nc2cc(C)n[nH]2)n1,482.55,1.37,163.89,10,5,13,4,3,0.45,35,no,0
5347,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2cccc(Br)c2)n1,551.45,3.21,136.64,10,4,11,4,4,0.25,36,no,0
5348,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,527.42,3.73,145.43,10,5,11,4,4,0.22,36,no,0
5349,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccc(C)cc2C)nc(Nc2cc(C)n[nH]2)n1,486.58,3.04,145.43,10,5,11,4,4,0.28,36,no,0
5357,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCc3cc(S(C)(=O)=O)ccc32)n1,548.63,1.91,170.78,9,4,13,5,4,0.28,39,no,0
5361,CCN(c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](Cc2ccccn2)C(=O)NC)n1)C(C)C,438.54,2.05,136.64,10,4,11,3,3,0.43,32,no,0
5363,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCC2CCCCC2)nc(Nc2cc(C)n[nH]2)n1,464.58,2.8,145.43,10,5,11,4,3,0.48,34,no,0
5371,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)CCc2ccccc2)n1,500.61,3.24,145.43,12,5,11,4,4,0.31,37,no,0
5377,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,527.42,3.73,145.43,10,5,11,4,4,0.22,36,no,0
5380,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)cc2)n1,516.59,3.29,136.64,9,4,11,5,4,0.31,38,no,0
5387,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,512.62,3.46,136.64,9,4,11,5,4,0.33,38,yes,1
5391,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C(C)C)CC2)n1,478.61,2.68,136.64,9,4,11,4,3,0.5,35,no,0
5395,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCC(=O)NCC(F)(F)F)nc(Nc2cc(C)n[nH]2)n1,507.48,0.9,174.53,11,6,13,3,3,0.35,36,no,0
5396,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)CCc2ccncc2)n1,487.57,1.88,149.53,11,4,12,4,4,0.29,36,no,0
5406,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccc(F)cc2)n1,490.55,2.59,136.64,10,4,11,4,4,0.25,36,no,0
5409,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccc(C)cc2)nc(Nc2cc(C)n[nH]2)n1,472.56,2.73,145.43,10,5,11,4,4,0.25,35,no,0
5413,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccc(Cl)cc2Cl)nc(Nc2cc(C)n[nH]2)n1,527.42,3.73,145.43,10,5,11,4,4,0.22,36,no,0
5420,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2c(F)cccc2Cl)nc(Nc2cc(C)n[nH]2)n1,510.97,3.22,145.43,10,5,11,4,4,0.22,36,no,0
5422,CCCN(c1ccccc1)c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](Cc2ccccn2)C(=O)NC)n1,486.58,3.36,136.64,11,4,11,4,4,0.28,36,no,0
5424,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cc(Cl)ccc2Cl)nc(Nc2cc(C)n[nH]2)n1,527.42,3.73,145.43,10,5,11,4,4,0.22,36,no,0
5426,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2)n1,498.6,3.15,136.64,9,4,11,5,4,0.31,37,no,0
5427,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1,490.55,3.12,145.43,10,5,11,4,4,0.25,36,yes,1
5428,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,462.49,2.69,145.43,9,5,11,4,4,0.18,34,no,0
5430,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCCc2ccc(F)cc2F)nc(Nc2cc(C)n[nH]2)n1,508.54,2.74,145.43,11,5,11,4,4,0.25,37,no,0
5436,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2ccc(C)nc2)nc(Nc2cc(C)n[nH]2)n1,459.52,2.26,158.32,9,5,12,4,4,0.23,34,no,0
5439,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)(C)c2ccc(Cl)cc2)n1,521.03,3.81,145.43,10,5,11,4,4,0.28,37,no,0
5440,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)(C#N)C(C)C)n1,463.55,2.16,169.22,10,5,12,3,3,0.41,34,no,0
5449,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,510.97,3.22,145.43,10,5,11,4,4,0.22,36,no,0
5454,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)c2ccc(F)cc2F)n1,494.51,2.86,136.64,9,4,11,4,4,0.22,36,no,0
5465,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N2C(C)CCC2C)n1,450.55,2.19,136.64,8,4,11,4,3,0.45,33,no,0
5467,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(C)cc2)n1,486.58,3.29,145.43,10,5,11,4,4,0.28,36,no,0
5469,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CCCCC2)n1,478.61,3.19,145.43,10,5,11,4,3,0.5,35,no,0
5474,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,476.52,2.56,145.43,10,5,11,4,4,0.22,35,no,0
5475,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccccc2C(F)(F)F)nc(Nc2cc(C)n[nH]2)n1,526.53,3.44,145.43,10,5,11,4,4,0.25,38,no,0
5476,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2cccc(F)c2F)n1,480.48,2.83,145.43,9,5,11,4,4,0.18,35,no,0
5480,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,526.53,3.44,145.43,10,5,11,4,4,0.25,38,no,0
5481,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,544.52,3.58,145.43,10,5,11,4,4,0.25,39,no,0
5485,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(COC)[nH]n2)n1,540.99,3.05,154.66,12,5,12,4,4,0.25,38,no,0
5486,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cc(COC)[nH]n2)nc(N[C@H](C)c2cccc(F)c2)n1,520.57,2.96,154.66,12,5,12,4,4,0.28,38,no,0
5487,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(Nc2cncc(C#N)c2)nc(N(C)CCN(C)C)n1,475.56,1.04,147.88,11,3,12,3,3,0.35,35,no,0
5492,CCN(c1ccc(C)cc1)c1nc(Nc2cncc(C#N)c2)nc(N[C@H](Cc2ccccn2)C(=O)NC)n1,508.59,3.51,144.64,10,3,11,4,4,0.22,38,no,0
5496,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(N2CCCC2c2ccccc2)nc(N2CCCC2c2cccc(C)c2)n1,562.72,5.03,99.17,9,2,9,6,4,0.36,42,no,0
5498,CNC(=O)[C@@H](Cc1ccccn1)Nc1nc(NC(C)c2ccccc2F)nc(N2CCCC2c2ccccc2)n1,540.65,4.69,107.96,10,3,9,5,4,0.3,40,no,0
5503,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,525.68,3.75,132.98,10,4,11,4,3,0.48,37,no,0
5505,CCCC[C@H](C)Nc1nc(N[C@@H](CSC(C)(C)C)C(=O)NC)nc(N2CCCC2c2ccccc2OC)n1,543.78,5.27,104.3,13,3,9,3,2,0.64,38,no,0
5511,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(N2CCCC2c2ccccc2OC)nc(N(C)[C@@H](C)c2ccccc2)n1,577.8,5.48,95.51,11,2,9,4,3,0.48,41,no,0
5516,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2ccccc2S(=O)(=O)c2ccccc2)nc(N2CCCC2c2ccccc2OC)n1,675.88,5.86,138.44,12,3,11,5,4,0.35,47,no,0
5518,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2c(C)ccc3ccccc23)nc(N2CCCC2c2ccccc2OC)n1,599.81,6.49,104.3,10,3,9,5,4,0.39,43,no,0
5522,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2ccc(C)cc2Cl)n1,600.09,6.41,103.86,10,4,8,3,3,0.38,40,no,0
5523,CCN(c1ccccc1)c1nc(N[C@@H](CSC(C)(C)C)C(=O)NC)nc(N2CCCC2c2ccccc2OC)n1,563.77,5.44,95.51,11,2,9,4,3,0.47,40,no,0
5524,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2ccc(C)cc2F)nc(N(C)c2cccc(Cl)c2)n1,532.09,5.54,95.07,9,3,8,3,3,0.36,36,no,0
5529,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NC(C)C(C)C)nc(N2CCCC2c2ccccc2OC)n1,529.76,4.74,104.3,11,3,9,3,2,0.63,37,no,0
5530,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N(C)Cc2cccc(Br)c2)n1,548.52,3.8,123.75,10,4,10,3,3,0.41,34,yes,1
5534,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NCc2ccccc2OC(F)F)nc(Nc2cc[nH]n2)n1,521.6,3.61,141.77,12,5,11,3,3,0.41,36,yes,1
5537,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1,509.68,4.05,123.75,9,4,10,4,3,0.48,36,no,0
5545,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N(C)Cc2ccccc2Cl)n1,504.06,3.69,123.75,10,4,10,3,3,0.41,34,no,0
5552,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2)n1,495.66,3.74,123.75,9,4,10,4,3,0.46,35,no,0
5558,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NCc2cc(F)cc(C(F)(F)F)c2)nc(Nc2cc[nH]n2)n1,541.58,4.17,132.54,10,5,10,3,3,0.41,37,no,0
5560,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1,525.68,3.75,132.98,10,4,11,4,3,0.48,37,no,0
5569,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc[nH]n2)n1,508.03,3.8,132.54,10,5,10,3,3,0.38,34,no,0
5571,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2cccc(OC)c2)n1,525.68,3.75,132.98,10,4,11,4,3,0.48,37,no,0
5572,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N[C@H](C)c2cccc3ccccc23)n1,519.68,4.72,132.54,10,5,10,4,4,0.35,37,yes,1
5576,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N2CCC3CCCCC3C2)n1,487.68,3.41,123.75,8,4,10,4,2,0.7,34,no,0
5581,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc[nH]n2)nc(N[C@H](C)c2cccc(F)c2)n1,487.61,3.71,132.54,10,5,10,3,3,0.41,34,no,0
5583,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc[nH]n2)n1,523.59,4.03,132.54,10,5,10,3,3,0.41,36,yes,1
5585,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc(C3CC3)nn2C)nc(N2CCCC2c2ccccc2OC)n1,579.78,4.63,122.12,11,3,11,5,3,0.55,41,no,0
5591,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2nccs2)n1,544.76,4.32,136.64,10,4,11,4,3,0.58,37,yes,1
5594,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1,551.77,5.17,123.75,10,4,10,4,3,0.54,39,no,0
5596,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N(C)Cc2ccc(Cl)cc2Cl)n1,580.59,5.46,123.75,11,4,10,3,3,0.48,38,no,0
5600,CNC(=O)[C@H](CSC(C)(C)C)Nc1nc(NCC2CCC2)nc(Nc2cc(C(C)C)n[nH]2)n1,475.67,3.73,132.54,11,5,10,3,2,0.68,33,no,0
